DateTime,H2O_in(mmol/mol),H2O_out(mmol/mol)
2025/02/27 16:35:30,20.34,-9999
2025/02/27 16:37:46,-9999,20.85
2025/02/27 17:34:25,23.96,-9999
2025/02/27 17:36:41,-9999,24.34
2025/02/27 18:33:20,22.27,-9999
2025/02/27 18:35:36,-9999,23.14
2025/02/27 19:32:15,22.21,-9999
2025/02/27 19:34:31,-9999,21.49
2025/02/27 20:31:10,20.63,-9999
2025/02/27 20:33:26,-9999,20.7
2025/02/27 21:30:05,19.76,-9999
2025/02/27 21:32:20,-9999,18.63
2025/02/27 22:29:00,17.64,-9999
2025/02/27 22:31:15,-9999,17.63
2025/02/27 23:27:55,16.74,-9999
2025/02/27 23:30:10,-9999,16.78
2025/02/28 00:26:50,14.59,-9999
2025/02/28 00:29:05,-9999,2.331
2025/02/28 01:25:44,13.08,-9999
2025/02/28 01:28:00,-9999,13.23
2025/02/28 02:24:39,13.13,-9999
2025/02/28 02:26:55,-9999,13.14
2025/02/28 03:28:10,12.51,-9999
2025/02/28 03:30:26,-9999,12.45
2025/02/28 04:27:05,12.41,-9999
2025/02/28 04:29:20,-9999,12.45
2025/02/28 05:26:00,11.9,-9999
2025/02/28 05:28:15,-9999,12.09
2025/02/28 06:24:54,11.75,-9999
2025/02/28 06:27:10,-9999,11.86
2025/02/28 07:23:49,11.51,-9999
2025/02/28 07:26:05,-9999,11.59
2025/02/28 08:22:44,11.91,-9999
2025/02/28 08:25:00,-9999,11.96
2025/02/28 09:21:39,12.64,-9999
2025/02/28 09:23:55,-9999,12.45
2025/02/28 10:20:34,12.54,-9999
2025/02/28 10:22:50,-9999,12.67
2025/02/28 11:19:29,14.99,-9999
2025/02/28 11:21:45,-9999,15.31
2025/02/28 12:18:24,17.22,-9999
2025/02/28 12:20:40,-9999,17.53
2025/02/28 13:17:19,18.73,-9999
2025/02/28 13:19:35,-9999,18.63
2025/02/28 14:16:14,20.24,-9999
2025/02/28 14:18:29,-9999,20.01
2025/02/28 15:19:44,19.73,-9999
2025/02/28 15:22:00,-9999,19.52
2025/02/28 16:18:40,20.41,-9999
2025/02/28 16:20:55,-9999,19.96
2025/02/28 17:17:35,22.86,-9999
2025/02/28 17:19:50,-9999,21.93
2025/02/28 18:16:29,18.19,-9999
2025/02/28 18:18:45,-9999,18.2
2025/02/28 19:15:25,16.17,-9999
2025/02/28 19:17:40,-9999,16.11
2025/02/28 20:14:20,14.47,-9999
2025/02/28 20:16:35,-9999,14.85
2025/02/28 21:13:15,13.55,-9999
2025/02/28 21:15:31,-9999,13.5
2025/02/28 22:12:10,12.53,-9999
2025/02/28 22:14:25,-9999,12.44
2025/02/28 23:11:05,11.84,-9999
2025/02/28 23:13:20,-9999,11.85
